ChannelName,ProductId,DateSold,SPV
AutoPedigree,15,2017-09-23 08:37:11.000,561.0900
AutoPedigree,7,2017-09-23 08:46:11.000,1476.8700
AutoPedigree,15,2017-09-23 09:14:55.000,708.6500
AutoPedigree,15,2017-09-23 09:33:02.000,546.5500
AutoPedigree,15,2017-09-23 09:57:46.000,1083.1000
AutoPedigree,15,2017-09-23 10:23:39.000,1020.7000
AutoPedigree,7,2017-09-23 10:45:26.000,2537.7500
AutoPedigree,7,2017-09-25 07:48:54.000,1376.3400
AutoPedigree,7,2017-09-25 08:09:44.000,2767.6900
AutoPedigree,7,2017-09-25 08:27:29.000,1370.2000
AutoPedigree,15,2017-09-26 06:56:13.000,959.9100
AutoPedigree,7,2017-09-26 07:10:42.000,987.3500
AutoPedigree,7,2017-09-26 07:25:41.000,1775.3600
AutoPedigree,7,2017-09-26 07:26:26.000,1571.3900
AutoPedigree,15,2017-09-26 08:01:27.000,802.7200
AutoPedigree,15,2017-09-26 08:48:52.000,793.5500
AutoPedigree,7,2017-09-26 09:35:22.000,1292.8000
AutoPedigree,15,2017-09-26 09:53:50.000,1094.4900
AutoPedigree,7,2017-09-26 10:10:05.000,1644.0500
AutoPedigree,7,2017-09-26 10:42:04.000,1634.9200
AutoPedigree,7,2017-09-26 11:37:53.000,890.4100
AutoPedigree,7,2017-09-26 12:36:43.000,1069.6800
AutoPedigree,15,2017-09-26 13:06:34.000,704.1500
AutoPedigree,15,2017-09-26 13:29:19.000,694.0900
Iemas,6,2017-09-26 14:10:02.000,1061.4800
AutoPedigree,7,2017-09-27 10:45:18.000,596.2600
BOWER,9,2017-09-27 10:50:50.000,1127.0300
AutoPedigree,15,2017-09-27 10:52:41.000,1173.7700
AutoPedigree,17,2017-09-27 11:29:27.000,915.9500
Iemas,58,2017-09-27 12:13:16.000,1406.0500
AutoPedigree,15,2017-09-28 07:16:01.000,696.1800
AutoPedigree,18,2017-09-28 08:12:42.000,601.7500
Mmela Financial Services,6,2017-09-28 08:54:05.000,858.7400
Mmela Financial Services,6,2017-09-28 08:54:05.000,858.8500
AutoPedigree,17,2017-09-28 09:45:21.000,478.8400
AutoPedigree,7,2017-09-28 09:48:32.000,576.0900
AutoPedigree,18,2017-09-28 11:02:37.000,605.0000
AutoPedigree,6,2017-09-28 12:10:28.000,878.8700
AutoPedigree,7,2017-09-28 12:36:19.000,972.8000
AutoPedigree,7,2017-09-28 12:47:41.000,513.3300
AutoPedigree,15,2017-09-28 13:25:41.000,1491.7500
AutoPedigree,7,2017-09-28 14:26:43.000,962.5900
AutoPedigree,18,2017-09-28 14:32:21.000,622.5000
AutoPedigree,7,2017-09-28 14:36:08.000,1155.1400
AutoPedigree,7,2017-09-28 14:51:24.000,1428.4400
